"var","CAP1","CAP2","r2","p","p_adj"
"Temperature_avg",0.86512420255561,-0.501557687761357,0.519902088595156,0.001,0.0018
"NH4",-0.786531501621687,0.617550157442077,0.507845336113156,0.001,0.0018
"pH_avg",0.772933775139027,-0.634486705336946,0.260888363190089,0.001,0.0018
"Moisture_avg",-0.815425989388174,0.578861344218387,0.138181101410653,0.001,0.0018
"PO4",-0.929919038020617,0.367764303225328,0.135374291342929,0.001,0.0018
"NO3",0.935477085766439,-0.353387354054909,0.0457657309232559,0.047,0.0705
"NO2",-0.844066553499563,0.536238429491369,0.034186908575312,0.101,0.129857142857143
"Redox_avg",-0.411625018464502,-0.911353303705044,0.0276179204090537,0.215,0.241875
"Salinity",-0.978476120950669,0.206360075424806,0.00515709774722251,0.667,0.667
